Date,Feature_S,Feature_T,MAS1_2,MAS1_3,MAS1_4,MAS1_5,MAT_2,MAT_3,Match,MACD_S1,MACD_S12,MACD_T1,MACD_T2,MAa_1_S,MAa_2_S,MAa_1_T,MAa_2_T,BIAS3_S1,BIAS3_T,BIAS3_T2,BIAS3_T3,SMR_20_US
7/3/2015,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
7/10/2015,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
7/17/2015,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD0_C45,MACD1_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
7/24/2015,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD0_C45,MACD1_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
7/31/2015,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD0_C45,MACD1_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
8/7/2015,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
8/14/2015,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
8/21/2015,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
8/28/2015,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
9/4/2015,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_0,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
9/11/2015,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
9/18/2015,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_1,MAC5_1,MAS2_1,MAS3_0,Diff,MACD0_C23,MACD1_C45,MACD0_S23,MACD1_S45,MAaC4_1,MAaC2_0,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_1,BIAS_S_4_0,Down
9/25/2015,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_0,MAC4_1,MAC5_1,MAS2_0,MAS3_1,null,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_1,Down
